,Subject0,Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Subject7,Subject8,Subject9,Subject10,Subject11,Subject12,Subject13,Subject14,Subject15,Subject16,Subject17,Subject18,Subject19,Subject20,Subject21,Subject22,Subject23,Subject24,Subject25,Subject26,Subject27,Subject28,Subject29,Subject30,Subject31,Subject32,Subject33,Subject34,Subject35,Subject36,Subject37,Subject38,Subject39,Subject40,Subject41,Subject42,Subject43,Subject44,Subject45,Subject46,Subject47,Subject48,Subject49,Subject50,Subject51,Subject52,Subject53,Subject54,Subject55,Subject56,Subject57,Subject58
986,,,,,,2.1542067706036283,,,,,,,,,,,,,,,,,,,,,,1.0609596811097302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,,,,,,2.4978071519172866,,,2.2574239526539825,,,,,,,,,,,,,,,,,,,1.0536177034220042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,,,,,2.3622798390747124,,,2.221990389431615,,,,,,,0.22010134052295105,,,,,,,,,,,,1.0356228545184127,,,,,,,,,,,,2.063102974921948,,,,,,,,,,,,,,,,,,,
989,,,,,,2.250899313071997,,,2.188420058910934,,,,,,,0.2160361370234159,,,,,,,,,,1.1986856985291097,,1.0610042374515083,,,,,,,,,,,,2.060602102273766,,,,,,,0.008351077774754596,,,,,,,,,,,,1.1697175286321362
990,,,,,,2.2038851539470206,,2.0014108862463007,2.2036094914290594,,,,,,,0.2071667294716986,,,,,,,,,,1.183153147939095,,1.024437238583146,1.0992211368610538,1.2433168895165316,,,,,,,,,,2.053485094185203,,,,,,0.07262698193509085,0.0073984052335625,0.19815255252961042,,0.01592640888587272,,,,,,,,,1.1754232202873953
991,,,,,,2.153445584165853,,2.000621771662268,2.597040830848276,,,,,,,0.19872502610391074,,,,,,,,,,1.34212753075425,1.0329031865326141,1.023256064498741,1.0938184139708191,1.2240825663990844,,,,,,2.0465564511148564,2.0741176652087745,2.121633224145379,2.0004393176527304,2.0481588192961575,,,,,,0.044739769612728145,0.011713176341197786,0.1351223143747916,0.2378834033723246,0.019421822777484,,,,,,,1.0161574317266087,1.002404766100892,1.1803286000306108
992,,,,,,2.118845292712838,2.0004903060268857,2.000434165866922,2.573014382689475,2.00401758634008,,,,,,0.19023332883593247,,,,,,,,,,1.7142517876071433,1.0362845950921324,1.0290621068912769,1.1161915332543644,1.209972083146784,,,,,,2.04205625051868,2.0726686669824073,2.1192827566121775,2.0022100000000003,2.0415631107594225,,,,,,0.02094501725948208,0.014638186363071142,0.13529911313826123,0.7854459187620747,0.025325048864710705,,,,,,1.3538133589903016,1.0192843252409827,1.0011543396380616,1.178197923560321
993,,,,,,2.1730185669227438,2.00004472135955,2.116525640526023,4.027095087382188,2.00453657359689,,,,,,0.1712690818565919,0.22895687388676486,0.5874229942109007,0.2813609900270469,0.0851513218981362,,,,,,2.4308170763588195,1.338171434164685,1.0362619447356316,1.0613491157230484,1.1975092651219177,,,,,,2.0389923416609994,2.083335287297759,2.0695217245255035,2.0017880715869336,2.0369669125164647,,,,,,0.08372642121815549,0.009423529062935958,0.21822601501425076,0.7378833878737209,0.024665396814160648,,,,,,1.3217935992216128,1.0171231568351171,1.0029557570942147,1.180074728091451
994,,,,,,2.229404099571041,2.00003,2.3548485345890553,2.4498549321725847,2.0014515164484084,,,,,,0.16573130362125282,0.6943044192571441,1.0056260404561976,0.47458162848976787,0.07459100608652489,,,,,,2.3156103661038854,1.4892457040434794,1.0458423915034984,1.0895427428661866,1.183702436020865,,,,,,2.035680997912089,2.098053631630858,2.011384978875694,2.00169,2.0627479145151453,,,,,,0.07153594963373308,0.03742968474352927,0.41393976285082823,0.7831120922320125,0.027500016363631585,,,,,,1.291905547052467,1.0326625550133484,1.0121760420498618,1.1762361372392167
995,,,,,,2.2184320042942427,2.0003929376540874,2.1122170726761307,2.2189271705385147,2.0040241893593618,,,,,,0.06131307527762778,0.6838384525602517,0.8863514442663248,0.566394020244741,0.06076063627053287,,,,,,2.263381551361662,1.3003109245581985,1.0542649288591628,1.123883245436984,1.2311403086201103,,,,,,2.033062410400943,2.0666938315363574,2.0166880969855763,2.0014797972834146,2.1503906945259583,,,,,,0.06358462962068744,0.3110275312572828,0.49906645675801553,0.7222241794796128,0.03316531471281405,,,,,,1.26634025155804,1.0259844338017972,1.014507270590983,1.1659402720890863
996,,,,,,2.1986003084086225,2.000233452350599,2.0367847210129426,2.5780477157640194,2.000600333240792,,,,,,0.019836574805142455,0.6881544368817223,0.839467388405291,0.6427398580304476,0.04806803786301252,,,,,,2.36914742525449,1.262017239158037,1.058784608083749,1.6867074090178433,1.2706134982978496,,,,,,2.028758439759627,2.1028043575146502,2.1166088114166337,2.000919673855233,2.0630896560539047,,,,,,0.0606784774446426,0.307938441413215,0.49308639861590187,0.6846482539238671,0.03839835933995085,,,,,,1.2443393445599786,1.0280104998170327,1.0090589016994336,1.1607612799183933
997,,,,,,2.1370942639208512,2.0005491812087097,2.042107610950991,2.0817888892209697,2.0006789698078706,,,,,,0.13765592068632593,0.7446966583784299,0.8955569664181056,0.6487261335116691,0.03702536240200756,,,,,,2.3226299504396533,1.7008975112653775,1.0603811540983612,1.4763841845611583,1.274601688450745,,,,,,2.0901922156067636,2.3466763612573116,2.5372456003551824,2.001594553228964,2.0782360638644355,,,,,,0.053095930926955304,0.39286976480762686,0.5069711976128427,0.6472730161037149,0.03656488069172393,,,,,,1.2244149337722425,1.0319309645955146,1.0423302173393902,1.1536520886808896
998,,,,,,2.1179708917487696,2.0005147815070496,2.0335163318398655,2.0959693753235897,2.001580284784461,,,,,,0.6654945869051071,0.693111657959957,0.9367693081143297,0.6378891667053141,0.026693839027011508,,,,,,2.15309257364706,1.5120001449462686,1.0645243450291437,1.2212031979877331,1.2375952805697115,,,,,,2.0412710132282936,2.2500095333554504,2.3677480409193223,2.00137673526867,2.147195592664998,,,,,,0.05313117743848703,0.38708246666569646,0.50440762806731,0.5936082851207519,0.057108605306030784,,,,,,1.1884749426316403,1.0332406212336653,1.0548216499204466,1.144384693375025
