,Strain,Treatment,Pre_stress,Post_stress,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18
0,TU,0,0.5538461538461539,0.8666666666666667,0.8247422680412372,0.6185567010309279,0.6185567010309279,0.2061855670103093,1.6494845360824744,0.4123711340206186,7.422680412371134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,TU,12,0.5538461538461539,5.233333333333333,1.6494845360824744,1.6494845360824744,1.4432989690721651,1.2371134020618557,1.2371134020618557,0.8247422680412372,1.0309278350515465,1.4432989690721651,1.4432989690721651,1.2371134020618557,1.0309278350515465,0.6185567010309279,55.670103092783506,0,0,0,0,0
